Year,Round,BS,WS,BS_vs_WS,Seed_Diff,BS_Rev,BS_RankWins,BS_RankGames,BS_RankWinPct,WS_RankWins,WS_RankGames,WS_RankWinPct,BS_ScoMar,WS_ScoMar,ScoMar_Diff,BS_ATRatio,WS_ATRatio,ATRatio_Diff,BS_OppATRatio,WS_OppATRatio,OppATRatio_Diff,BS_ATRatioDiff_Ovr,WS_ATRatioDiff_Ovr,ATRatio_Diff_Ovr,BS_OffEff,WS_OffEff,OffEff_Diff,BS_DefEff,WS_DefEff,DefEff_Diff,BS_EffDiff_Ovr,WS_EffDiff_Ovr,EffDiff_Ovr
2018,1,Texas A&M,Providence,0,3,9225600,4,7,0.571,3,8,0.375,4.7,0.9,3.8,1.13,1.128,0.002,0.943,1.083,-0.14,0.187,0.045,0.142,1.038,1.016,0.022,0.973,1.004,-0.031,0.065,0.012,0.053
2018,1,Missouri,Florida St,1,1,13772989,3,5,0.600,3,7,0.429,4.6,7.3,-2.7,0.956,1.147,-0.191,0.861,1.255,-0.394,0.095,-0.108,0.203,1.048,1.075,-0.027,0.981,0.977,0.004,0.067,0.098,-0.031
2018,1,Villanova,Radford,0,15,17605994,3,3,1.000,0,0,0.000,16.4,1.5,14.9,1.538,0.99,0.548,1.279,0.877,0.402,0.259,0.113,0.146,1.197,1.011,0.186,0.97,0.989,-0.019,0.227,0.022,0.205
2018,1,Purdue,Cal St Fullerton,0,13,9891222,3,6,0.500,0,2,0.000,14.7,0.1,14.6,1.499,0.838,0.661,1.245,0.834,0.411,0.254,0.004,0.25,1.152,0.996,0.156,0.941,0.995,-0.054,0.211,0.001,0.21
2018,1,Texas Tech,Stephen F Austin,0,11,9889275,6,10,0.600,0,0,0.000,9.8,9.1,0.7,1.115,0.895,0.22,0.966,0.863,0.103,0.149,0.032,0.117,1.059,1.048,0.011,0.92,0.925,-0.005,0.139,0.123,0.016
2018,1,Wichita St,Marshall,1,9,8106217,2,5,0.400,1,2,0.500,11.1,3.8,7.3,1.584,1.275,0.309,1.196,0.832,0.364,0.388,0.443,-0.055,1.144,1.062,0.082,0.99,1.014,-0.024,0.154,0.048,0.106
2018,1,West Virginia,Murray St,0,7,7282004,5,10,0.500,0,0,0.000,10.5,10.4,0.1,1.336,1.202,0.134,0.847,1.341,-0.494,0.489,-0.139,0.628,1.107,1.115,-0.008,0.962,0.965,-0.003,0.145,0.15,-0.005
2018,1,Florida,St Bonaventure,0,5,11460512,6,8,0.750,1,1,1.000,6.6,6.3,0.3,1.328,1.207,0.121,0.898,0.993,-0.095,0.43,0.214,0.216,1.069,1.07,-0.001,0.976,0.983,-0.007,0.093,0.087,0.006
2018,1,Arkansas,Butler,1,3,17275988,5,7,0.714,1,8,0.125,4.9,6.4,-1.5,1.315,1.251,0.064,0.736,1.1,-0.364,0.579,0.151,0.428,1.095,1.088,0.007,1.028,1,0.028,0.067,0.088,-0.021
2018,1,Virginia Tech,Alabama,1,1,13410392,4,7,0.571,6,8,0.750,7.6,1.7,5.9,1.372,0.893,0.479,1.143,0.839,0.304,0.229,0.054,0.175,1.113,1.008,0.105,1.006,0.985,0.021,0.107,0.023,0.084
2018,1,Kansas,Pennsylvania,0,15,18802173,6,9,0.667,0,1,0.000,9.5,5.4,4.1,1.423,1.259,0.164,0.788,1.286,-0.498,0.635,-0.027,0.662,1.132,1.03,0.102,1,0.956,0.044,0.132,0.074,0.058
2018,1,Duke,Iona,0,13,36412223,6,9,0.667,0,0,0.000,14.7,2.9,11.8,1.409,1.372,0.037,1.026,0.852,0.174,0.383,0.52,-0.137,1.158,1.073,0.085,0.956,1.034,-0.078,0.202,0.039,0.163
2018,1,Michigan St,Bucknell,0,11,21882125,3,5,0.600,0,1,0.000,15.3,7.9,7.4,1.46,1.156,0.304,1.338,1.39,-0.052,0.122,-0.234,0.356,1.147,1.083,0.064,0.928,0.977,-0.049,0.219,0.106,0.113
2018,1,Auburn,College of Charleston,0,9,11214964,2,2,1.000,0,1,0.000,8.7,5.1,3.6,1.17,1.08,0.09,0.86,0.842,0.018,0.31,0.238,0.072,1.094,1.085,0.009,0.978,1.01,-0.032,0.116,0.075,0.041
2018,1,Clemson,New Mexico St,0,7,11280040,3,7,0.429,1,2,0.500,7.9,2.5,5.4,1.118,1.135,-0.017,1.029,0.933,0.096,0.089,0.202,-0.113,1.065,1.058,0.007,0.95,0.915,0.035,0.115,0.143,-0.028
2018,1,TCU,Syracuse,1,5,16239880,2,9,0.222,1,8,0.125,6.7,2.9,3.8,1.468,0.859,0.609,0.891,1.51,-0.619,0.577,-0.651,1.228,1.128,0.997,0.131,1.036,0.954,0.082,0.092,0.043,0.049
2018,1,Rhode Island,Oklahoma,0,3,5459313,1,1,1.000,6,10,0.600,7.2,3.3,3.9,1.436,1.119,0.317,1.1,1.03,0.07,0.336,0.089,0.247,1.07,1.078,-0.008,0.969,1.036,-0.067,0.101,0.042,0.059
2018,1,Seton Hall,NC State,0,1,6301138,3,7,0.429,5,8,0.625,5.6,6.2,-0.6,1.22,1.328,-0.108,0.888,0.875,0.013,0.332,0.453,-0.121,1.087,1.097,-0.01,1.011,1.013,-0.002,0.076,0.084,-0.008
2018,2,Kansas St,UMBC,0,7,9083722,2,9,0.222,0,1,0.000,4.1,1.8,2.3,1.203,1.235,-0.032,0.909,1.181,-0.272,0.294,0.054,0.24,1.044,1.02,0.024,0.984,0.995,-0.011,0.06,0.025,0.035
2018,2,Cincinnati,Nevada,1,5,7465979,2,5,0.400,0,1,0.000,16.7,9.5,7.2,1.411,1.675,-0.264,1.091,1.015,0.076,0.32,0.66,-0.34,1.093,1.138,-0.045,0.847,1.007,-0.16,0.246,0.131,0.115
2018,2,Tennessee,Loyola Chicago,1,8,15978734,3,5,0.600,1,1,1.000,8.1,8.6,-0.5,1.303,1.222,0.081,0.674,1.048,-0.374,0.629,0.174,0.455,1.065,1.064,0.001,0.949,0.935,0.014,0.116,0.129,-0.013
2018,2,Kentucky,Buffalo,0,8,30743306,2,6,0.333,0,2,0.000,6.5,7.7,-1.2,1.017,1.338,-0.321,1.055,1.076,-0.021,-0.038,0.262,-0.3,1.075,1.11,-0.035,0.984,1.008,-0.024,0.091,0.102,-0.011
2018,2,Xavier,Florida St,1,8,13060660,4,6,0.667,3,7,0.429,9.6,7.3,2.3,1.313,1.147,0.166,1.249,1.255,-0.006,0.064,-0.108,0.172,1.136,1.075,0.061,1.007,0.977,0.03,0.129,0.098,0.031
2018,2,North Carolina,Texas A&M,1,5,24660258,5,11,0.455,4,7,0.571,8.3,4.7,3.6,1.509,1.13,0.379,1.064,0.943,0.121,0.445,0.187,0.258,1.106,1.038,0.068,0.994,0.973,0.021,0.112,0.065,0.047
2018,2,Michigan,Houston,0,3,20027574,4,7,0.571,2,6,0.333,9.6,11.8,-2.2,1.518,1.208,0.31,1.183,0.743,0.44,0.335,0.465,-0.13,1.081,1.096,-0.015,0.938,0.927,0.011,0.143,0.169,-0.026
2018,2,Gonzaga,Ohio St,0,1,14723219,2,4,0.500,2,5,0.400,15.8,8.6,7.2,1.343,1.251,0.092,0.98,1.174,-0.194,0.363,0.077,0.286,1.156,1.09,0.066,0.936,0.966,-0.03,0.22,0.124,0.096
2018,2,Villanova,Alabama,0,8,17605994,3,3,1.000,6,8,0.750,16.4,1.7,14.7,1.538,0.893,0.645,1.279,0.839,0.44,0.259,0.054,0.205,1.197,1.008,0.189,0.97,0.985,-0.015,0.227,0.023,0.204
2018,2,Purdue,Butler,0,8,9891222,3,6,0.500,1,8,0.125,14.7,6.4,8.3,1.499,1.251,0.248,1.245,1.1,0.145,0.254,0.151,0.103,1.152,1.088,0.064,0.941,1,-0.059,0.211,0.088,0.123
2018,2,Texas Tech,Florida,0,3,9889275,6,10,0.600,6,8,0.750,9.8,6.6,3.2,1.115,1.328,-0.213,0.966,0.898,0.068,0.149,0.43,-0.281,1.059,1.069,-0.01,0.92,0.976,-0.056,0.139,0.093,0.046
2018,2,West Virginia,Marshall,0,8,7282004,5,10,0.500,1,2,0.500,10.5,3.8,6.7,1.336,1.275,0.061,0.847,0.832,0.015,0.489,0.443,0.046,1.107,1.062,0.045,0.962,1.014,-0.052,0.145,0.048,0.097
2018,2,Kansas,Seton Hall,0,7,18802173,6,9,0.667,3,7,0.429,9.5,5.6,3.9,1.423,1.22,0.203,0.788,0.888,-0.1,0.635,0.332,0.303,1.132,1.087,0.045,1,1.011,-0.011,0.132,0.076,0.056
2018,2,Duke,Rhode Island,0,5,36412223,6,9,0.667,1,1,1.000,14.7,7.2,7.5,1.409,1.436,-0.027,1.026,1.1,-0.074,0.383,0.336,0.047,1.158,1.07,0.088,0.956,0.969,-0.013,0.202,0.101,0.101
2018,2,Michigan St,Syracuse,1,8,21882125,3,5,0.600,1,8,0.125,15.3,2.9,12.4,1.46,0.859,0.601,1.338,1.51,-0.172,0.122,-0.651,0.773,1.147,0.997,0.15,0.928,0.954,-0.026,0.219,0.043,0.176
2018,2,Auburn,Clemson,1,1,11214964,2,2,1.000,3,7,0.429,8.7,7.9,0.8,1.17,1.118,0.052,0.86,1.029,-0.169,0.31,0.089,0.221,1.094,1.065,0.029,0.978,0.95,0.028,0.116,0.115,0.001
2018,3,Kentucky,Kansas St,1,4,30743306,2,6,0.333,2,9,0.222,6.5,4.1,2.4,1.017,1.203,-0.186,1.055,0.909,0.146,-0.038,0.294,-0.332,1.075,1.044,0.031,0.984,0.984,0,0.091,0.06,0.031
2018,3,Nevada,Loyola Chicago,1,4,4746053,0,1,0.000,1,1,1.000,9.5,8.6,0.9,1.675,1.222,0.453,1.015,1.048,-0.033,0.66,0.174,0.486,1.138,1.064,0.074,1.007,0.935,0.072,0.131,0.129,0.002
2018,3,Gonzaga,Florida St,1,5,14723219,2,4,0.500,3,7,0.429,15.8,7.3,8.5,1.343,1.147,0.196,0.98,1.255,-0.275,0.363,-0.108,0.471,1.156,1.075,0.081,0.936,0.977,-0.041,0.22,0.098,0.122
2018,3,Michigan,Texas A&M,0,4,20027574,4,7,0.571,4,7,0.571,9.6,4.7,4.9,1.518,1.13,0.388,1.183,0.943,0.24,0.335,0.187,0.148,1.081,1.038,0.043,0.938,0.973,-0.035,0.143,0.065,0.078
2018,3,Villanova,West Virginia,0,4,17605994,3,3,1.000,5,10,0.500,16.4,10.5,5.9,1.538,1.336,0.202,1.279,0.847,0.432,0.259,0.489,-0.23,1.197,1.107,0.09,0.97,0.962,0.008,0.227,0.145,0.082
2018,3,Purdue,Texas Tech,1,1,9891222,3,6,0.500,6,10,0.600,14.7,9.8,4.9,1.499,1.115,0.384,1.245,0.966,0.279,0.254,0.149,0.105,1.152,1.059,0.093,0.941,0.92,0.021,0.211,0.139,0.072
2018,3,Kansas,Clemson,0,4,18802173,6,9,0.667,3,7,0.429,9.5,7.9,1.6,1.423,1.118,0.305,0.788,1.029,-0.241,0.635,0.089,0.546,1.132,1.065,0.067,1,0.95,0.05,0.132,0.115,0.017
2018,3,Duke,Syracuse,0,9,36412223,6,9,0.667,1,8,0.125,14.7,2.9,11.8,1.409,0.859,0.55,1.026,1.51,-0.484,0.383,-0.651,1.034,1.158,0.997,0.161,0.956,0.954,0.002,0.202,0.043,0.159
2018,4,Kansas St,Loyola Chicago,1,2,9083722,2,9,0.222,1,1,1.000,4.1,8.6,-4.5,1.203,1.222,-0.019,0.909,1.048,-0.139,0.294,0.174,0.12,1.044,1.064,-0.02,0.984,0.935,0.049,0.06,0.129,-0.069
2018,4,Michigan,Florida St,0,6,20027574,4,7,0.571,3,7,0.429,9.6,7.3,2.3,1.518,1.147,0.371,1.183,1.255,-0.072,0.335,-0.108,0.443,1.081,1.075,0.006,0.938,0.977,-0.039,0.143,0.098,0.045
2018,4,Villanova,Texas Tech,0,2,17605994,3,3,1.000,6,10,0.600,16.4,9.8,6.6,1.538,1.115,0.423,1.279,0.966,0.313,0.259,0.149,0.11,1.197,1.059,0.138,0.97,0.92,0.05,0.227,0.139,0.088
2018,4,Kansas,Duke,0,1,18802173,6,9,0.667,6,9,0.667,9.5,14.7,-5.2,1.423,1.409,0.014,0.788,1.026,-0.238,0.635,0.383,0.252,1.132,1.158,-0.026,1,0.956,0.044,0.132,0.202,-0.07
2018,5,Michigan,Loyola Chicago,0,8,20027574,4,7,0.571,1,1,1.000,9.6,8.6,1.0,1.518,1.222,0.296,1.183,1.048,0.135,0.335,0.174,0.161,1.081,1.064,0.017,0.938,0.935,0.003,0.143,0.129,0.014
2018,5,Villanova,Kansas,0,0,17605994,3,3,1.000,6,9,0.667,16.4,9.5,6.9,1.538,1.423,0.115,1.279,0.788,0.491,0.259,0.635,-0.376,1.197,1.132,0.065,0.97,1,-0.03,0.227,0.132,0.095
2018,6,Villanova,Michigan,0,2,17605994,3,3,1.000,4,7,0.571,16.4,9.6,6.8,1.538,1.518,0.02,1.279,1.183,0.096,0.259,0.335,-0.076,1.197,1.081,0.116,0.97,0.938,0.032,0.227,0.143,0.084
2019,1,Duke,North Dakota St,0,15,35489891,7,13,0.538,0,1,0.000,14.9,-1.9,16.8,1.242,1.063,0.179,0.885,1.295,-0.41,0.357,-0.232,0.589,1.105,1.059,0.046,0.905,1.087,-0.182,0.2,-0.028,0.228
2019,1,Michigan St,Bradley,0,13,23808250,10,11,0.909,0,0,0.000,12.6,0.8,11.8,1.452,0.967,0.485,1.181,0.971,0.21,0.271,-0.004,0.275,1.107,0.985,0.122,0.927,0.973,-0.046,0.18,0.012,0.168
2019,1,LSU,Yale,0,11,9965537,4,6,0.667,0,1,0.000,7.3,6.8,0.5,1,1.265,-0.265,0.785,1.136,-0.351,0.215,0.129,0.086,1.091,1.077,0.014,0.992,0.987,0.005,0.099,0.09,0.009
2019,1,Virginia Tech,St Louis,0,9,9886728,3,9,0.333,0,2,0.000,11.5,2.8,8.7,1.355,0.991,0.364,0.872,0.938,-0.066,0.483,0.053,0.43,1.114,0.974,0.14,0.94,0.932,0.008,0.174,0.042,0.132
2019,1,Mississippi St,Liberty,1,7,8030614,1,6,0.167,0,0,0.000,6.9,9.2,-2.3,1.062,1.264,-0.202,0.937,0.776,0.161,0.125,0.488,-0.363,1.098,1.083,0.015,1,0.945,0.055,0.098,0.138,-0.04
2019,1,Maryland,Belmont,0,5,14059425,4,9,0.444,0,0,0.000,5.9,11.7,-5.8,1.023,1.7,-0.677,1.299,1.018,0.281,-0.276,0.682,-0.958,1.051,1.14,-0.089,0.964,0.985,-0.021,0.087,0.155,-0.068
2019,1,Louisville,Minnesota,1,3,42759248,4,12,0.333,5,13,0.385,6.2,1.3,4.9,1.112,1.246,-0.134,1.034,1.136,-0.102,0.078,0.11,-0.032,1.053,1.011,0.042,0.965,0.993,-0.028,0.088,0.018,0.07
2019,1,VCU,Central Florida,1,1,8833917,0,1,0.000,2,3,0.667,9.1,7.8,1.3,0.983,1.117,-0.134,0.669,1.023,-0.354,0.314,0.094,0.22,0.995,1.043,-0.048,0.868,0.931,-0.063,0.127,0.112,0.015
2019,1,Gonzaga,Fairleigh Dickinson,0,15,16147924,1,3,0.333,0,0,0.000,22.8,1.2,21.6,1.678,1.004,0.674,0.725,0.993,-0.268,0.953,0.011,0.942,1.197,1.049,0.148,0.886,1.033,-0.147,0.311,0.016,0.295
2019,1,Michigan,Montana,0,13,21114322,7,10,0.700,0,0,0.000,11.3,6.5,4.8,1.533,1.212,0.321,0.869,0.814,0.055,0.664,0.398,0.266,1.045,1.084,-0.039,0.875,0.991,-0.116,0.17,0.093,0.077
2019,1,Texas Tech,Northern Kentucky,0,11,12382899,2,4,0.500,0,0,0.000,13.3,7.1,6.2,1.09,1.357,-0.267,0.635,0.972,-0.337,0.455,0.385,0.07,1.052,1.078,-0.026,0.86,0.98,-0.12,0.192,0.098,0.094
2019,1,Florida St,Vermont,0,9,16773013,5,10,0.500,0,1,0.000,7.7,9.1,-1.4,0.965,1.024,-0.059,0.698,0.835,-0.137,0.267,0.189,0.078,1.04,1.071,-0.031,0.933,0.937,-0.004,0.107,0.134,-0.027
2019,1,Marquette,Murray St,1,7,21856683,4,5,0.800,0,1,0.000,7.8,12.1,-4.3,0.976,1.39,-0.414,1.04,0.836,0.204,-0.064,0.554,-0.618,1.058,1.115,-0.057,0.951,0.949,0.002,0.107,0.166,-0.059
2019,1,Buffalo,Arizona St,0,5,3093556,1,2,0.500,2,3,0.667,12.9,4.2,8.7,1.376,0.985,0.391,0.68,0.943,-0.263,0.696,0.042,0.654,1.106,1.028,0.078,0.936,0.971,-0.035,0.17,0.057,0.113
2019,1,Nevada,Florida,1,3,4706010,1,1,1.000,2,10,0.200,13.3,4.2,9.1,1.415,1.04,0.375,0.915,0.738,0.177,0.5,0.302,0.198,1.107,1.013,0.094,0.923,0.95,-0.027,0.184,0.063,0.121
2019,1,Syracuse,Baylor,1,1,34567071,3,11,0.273,3,7,0.429,3.6,4.1,-0.5,0.965,1.061,-0.096,0.958,1.05,-0.092,0.007,0.011,-0.004,1.005,1.051,-0.046,0.953,0.99,-0.037,0.052,0.061,-0.009
2019,1,Virginia,Gardner Webb,0,15,13400721,8,11,0.727,0,1,0.000,15.3,1.8,13.5,1.591,1.137,0.454,0.818,1.103,-0.285,0.773,0.034,0.739,1.141,1.053,0.088,0.896,1.028,-0.132,0.245,0.025,0.22
2019,1,Tennessee,Colgate,0,13,17003826,3,7,0.429,0,0,0.000,11.4,5.1,6.3,1.591,1.179,0.412,0.985,1.08,-0.095,0.606,0.099,0.507,1.139,1.081,0.058,0.981,1.009,-0.028,0.158,0.072,0.086
2019,1,Purdue,Old Dominion,0,11,18017191,4,9,0.444,1,1,1.000,9.4,4.9,4.5,1.36,1.076,0.284,0.993,0.92,0.073,0.367,0.156,0.211,1.123,0.978,0.145,0.985,0.905,0.08,0.138,0.073,0.065
2019,1,Kansas St,UC Irvine,1,9,10733840,4,7,0.571,0,0,0.000,6.2,8.0,-1.8,1.205,1.1,0.105,0.778,0.858,-0.08,0.427,0.242,0.185,0.993,1.044,-0.051,0.9,0.928,-0.028,0.093,0.116,-0.023
2019,1,Wisconsin,Oregon,1,7,21701868,3,8,0.375,1,1,1.000,6.9,7.8,-0.9,1.315,1.133,0.182,0.91,0.851,0.059,0.405,0.282,0.123,1.018,1.038,-0.02,0.916,0.922,-0.006,0.102,0.116,-0.014
2019,1,Villanova,St Marys,0,5,14428932,3,6,0.500,1,4,0.250,6.4,8.2,-1.8,1.296,0.961,0.335,1.188,0.964,0.224,0.108,-0.003,0.111,1.098,1.103,-0.005,1.003,0.978,0.025,0.095,0.125,-0.03
2019,1,Cincinnati,Iowa,1,3,7644770,1,5,0.200,4,10,0.400,9.0,4.4,4.6,1.277,1.269,0.008,0.815,1.193,-0.378,0.462,0.076,0.386,1.07,1.085,-0.015,0.935,1.024,-0.089,0.135,0.061,0.074
2019,1,Ole Miss,Oklahoma,1,1,11224450,2,6,0.333,2,8,0.250,4.2,3.1,1.1,1.142,1.072,0.07,0.975,1.039,-0.064,0.167,0.033,0.134,1.055,1.001,0.054,0.996,0.957,0.039,0.059,0.044,0.015
2019,1,North Carolina,Iona,0,15,27076307,8,12,0.667,0,0,0.000,12.6,0.7,11.9,1.431,1.062,0.369,1.012,1.142,-0.13,0.419,-0.08,0.499,1.106,1.052,0.054,0.943,1.042,-0.099,0.163,0.01,0.153
2019,1,Kentucky,Abilene Christian,0,13,38829651,5,9,0.556,0,1,0.000,11.1,5.4,5.7,1.075,1.241,-0.166,0.911,0.703,0.208,0.164,0.538,-0.374,1.1,1.039,0.061,0.939,0.959,-0.02,0.161,0.08,0.081
2019,1,Houston,Georgia St,0,11,9219796,3,4,0.750,0,1,0.000,14.3,1.8,12.5,1.332,1.023,0.309,0.827,1.016,-0.189,0.505,0.007,0.498,1.092,1.037,0.055,0.885,1.012,-0.127,0.207,0.025,0.182
2019,1,Kansas,Northeastern,0,9,18974009,8,11,0.727,0,1,0.000,5.6,4.6,1.0,1.013,1.26,-0.247,1.04,1.052,-0.012,-0.027,0.208,-0.235,1.048,1.103,-0.055,0.971,1.035,-0.064,0.077,0.068,0.009
2019,1,Auburn,New Mexico St,0,7,15593947,3,8,0.375,0,1,0.000,9.9,12.4,-2.5,1.22,1.192,0.028,0.723,0.666,0.057,0.497,0.526,-0.029,1.115,1.127,-0.012,0.976,0.946,0.03,0.139,0.181,-0.042
2019,1,Iowa St,Ohio St,1,5,14670525,6,9,0.667,1,9,0.111,8.8,2.9,5.9,1.391,1.128,0.263,0.995,0.96,0.035,0.396,0.168,0.228,1.102,1.013,0.089,0.977,0.97,0.007,0.125,0.043,0.082
2019,1,Wofford,Seton Hall,0,3,1965358,0,3,0.000,4,7,0.571,13.1,1.9,11.2,1.313,1.085,0.228,0.881,0.941,-0.06,0.432,0.144,0.288,1.16,1.016,0.144,0.971,0.989,-0.018,0.189,0.027,0.162
2019,1,Utah St,Washington,1,1,4250996,1,3,0.333,0,3,0.000,11.1,5.0,6.1,1.319,0.875,0.444,0.949,0.813,0.136,0.37,0.062,0.308,1.088,1.009,0.079,0.934,0.936,-0.002,0.154,0.073,0.081
2019,2,Duke,Central Florida,0,8,35489891,7,13,0.538,2,3,0.667,14.9,7.8,7.1,1.242,1.117,0.125,0.885,1.023,-0.138,0.357,0.094,0.263,1.105,1.043,0.062,0.905,0.931,-0.026,0.2,0.112,0.088
2019,2,Michigan St,Minnesota,0,8,23808250,10,11,0.909,5,13,0.385,12.6,1.3,11.3,1.452,1.246,0.206,1.181,1.136,0.045,0.271,0.11,0.161,1.107,1.011,0.096,0.927,0.993,-0.066,0.18,0.018,0.162
2019,2,LSU,Maryland,0,3,9965537,4,6,0.667,4,9,0.444,7.3,5.9,1.4,1,1.023,-0.023,0.785,1.299,-0.514,0.215,-0.276,0.491,1.091,1.051,0.04,0.992,0.964,0.028,0.099,0.087,0.012
2019,2,Virginia Tech,Liberty,0,8,9886728,3,9,0.333,0,0,0.000,11.5,9.2,2.3,1.355,1.264,0.091,0.872,0.776,0.096,0.483,0.488,-0.005,1.114,1.083,0.031,0.94,0.945,-0.005,0.174,0.138,0.036
2019,2,Gonzaga,Baylor,0,8,16147924,1,3,0.333,3,7,0.429,22.8,4.1,18.7,1.678,1.061,0.617,0.725,1.05,-0.325,0.953,0.011,0.942,1.197,1.051,0.146,0.886,0.99,-0.104,0.311,0.061,0.25
2019,2,Michigan,Florida,0,8,21114322,7,10,0.700,2,10,0.200,11.3,4.2,7.1,1.533,1.04,0.493,0.869,0.738,0.131,0.664,0.302,0.362,1.045,1.013,0.032,0.875,0.95,-0.075,0.17,0.063,0.107
2019,2,Texas Tech,Buffalo,0,3,12382899,2,4,0.500,1,2,0.500,13.3,12.9,0.4,1.09,1.376,-0.286,0.635,0.68,-0.045,0.455,0.696,-0.241,1.052,1.106,-0.054,0.86,0.936,-0.076,0.192,0.17,0.022
2019,2,Florida St,Murray St,0,8,16773013,5,10,0.500,0,1,0.000,7.7,12.1,-4.4,0.965,1.39,-0.425,0.698,0.836,-0.138,0.267,0.554,-0.287,1.04,1.115,-0.075,0.933,0.949,-0.016,0.107,0.166,-0.059
2019,2,Virginia,Oklahoma,0,8,13400721,8,11,0.727,2,8,0.250,15.3,3.1,12.2,1.591,1.072,0.519,0.818,1.039,-0.221,0.773,0.033,0.74,1.141,1.001,0.14,0.896,0.957,-0.061,0.245,0.044,0.201
2019,2,Tennessee,Iowa,0,8,17003826,3,7,0.429,4,10,0.400,11.4,4.4,7.0,1.591,1.269,0.322,0.985,1.193,-0.208,0.606,0.076,0.53,1.139,1.085,0.054,0.981,1.024,-0.043,0.158,0.061,0.097
2019,2,Purdue,Villanova,0,3,18017191,4,9,0.444,3,6,0.500,9.4,6.4,3.0,1.36,1.296,0.064,0.993,1.188,-0.195,0.367,0.108,0.259,1.123,1.098,0.025,0.985,1.003,-0.018,0.138,0.095,0.043
2019,2,Oregon,UC Irvine,0,1,10918131,1,1,1.000,0,0,0.000,7.8,8.0,-0.2,1.133,1.1,0.033,0.851,0.858,-0.007,0.282,0.242,0.04,1.038,1.044,-0.006,0.922,0.928,-0.006,0.116,0.116,0
2019,2,North Carolina,Washington,0,8,27076307,8,12,0.667,0,3,0.000,12.6,5.0,7.6,1.431,0.875,0.556,1.012,0.813,0.199,0.419,0.062,0.357,1.106,1.009,0.097,0.943,0.936,0.007,0.163,0.073,0.09
2019,2,Kentucky,Wofford,0,5,38829651,5,9,0.556,0,3,0.000,11.1,13.1,-2.0,1.075,1.313,-0.238,0.911,0.881,0.03,0.164,0.432,-0.268,1.1,1.16,-0.06,0.939,0.971,-0.032,0.161,0.189,-0.028
2019,2,Houston,Ohio St,0,8,9219796,3,4,0.750,1,9,0.111,14.3,2.9,11.4,1.332,1.128,0.204,0.827,0.96,-0.133,0.505,0.168,0.337,1.092,1.013,0.079,0.885,0.97,-0.085,0.207,0.043,0.164
2019,2,Kansas,Auburn,1,1,18974009,8,11,0.727,3,8,0.375,5.6,9.9,-4.3,1.013,1.22,-0.207,1.04,0.723,0.317,-0.027,0.497,-0.524,1.048,1.115,-0.067,0.971,0.976,-0.005,0.077,0.139,-0.062
2019,3,Duke,Virginia Tech,0,3,35489891,7,13,0.538,3,9,0.333,14.9,11.5,3.4,1.242,1.355,-0.113,0.885,0.872,0.013,0.357,0.483,-0.126,1.105,1.114,-0.009,0.905,0.94,-0.035,0.2,0.174,0.026
2019,3,Michigan St,LSU,0,1,23808250,10,11,0.909,4,6,0.667,12.6,7.3,5.3,1.452,1,0.452,1.181,0.785,0.396,0.271,0.215,0.056,1.107,1.091,0.016,0.927,0.992,-0.065,0.18,0.099,0.081
2019,3,Gonzaga,Florida St,0,3,16147924,1,3,0.333,5,10,0.500,22.8,7.7,15.1,1.678,0.965,0.713,0.725,0.698,0.027,0.953,0.267,0.686,1.197,1.04,0.157,0.886,0.933,-0.047,0.311,0.107,0.204
2019,3,Michigan,Texas Tech,1,1,21114322,7,10,0.700,2,4,0.500,11.3,13.3,-2.0,1.533,1.09,0.443,0.869,0.635,0.234,0.664,0.455,0.209,1.045,1.052,-0.007,0.875,0.86,0.015,0.17,0.192,-0.022
2019,3,Virginia,Oregon,0,11,13400721,8,11,0.727,1,1,1.000,15.3,7.8,7.5,1.591,1.133,0.458,0.818,0.851,-0.033,0.773,0.282,0.491,1.141,1.038,0.103,0.896,0.922,-0.026,0.245,0.116,0.129
2019,3,Tennessee,Purdue,1,1,17003826,3,7,0.429,4,9,0.444,11.4,9.4,2.0,1.591,1.36,0.231,0.985,0.993,-0.008,0.606,0.367,0.239,1.139,1.123,0.016,0.981,0.985,-0.004,0.158,0.138,0.02
2019,3,North Carolina,Auburn,1,4,27076307,8,12,0.667,3,8,0.375,12.6,9.9,2.7,1.431,1.22,0.211,1.012,0.723,0.289,0.419,0.497,-0.078,1.106,1.115,-0.009,0.943,0.976,-0.033,0.163,0.139,0.024
2019,3,Kentucky,Houston,0,1,38829651,5,9,0.556,3,4,0.750,11.1,14.3,-3.2,1.075,1.332,-0.257,0.911,0.827,0.084,0.164,0.505,-0.341,1.1,1.092,0.008,0.939,0.885,0.054,0.161,0.207,-0.046
2019,4,Duke,Michigan St,1,1,35489891,7,13,0.538,10,11,0.909,14.9,12.6,2.3,1.242,1.452,-0.21,0.885,1.181,-0.296,0.357,0.271,0.086,1.105,1.107,-0.002,0.905,0.927,-0.022,0.2,0.18,0.02
2019,4,Gonzaga,Texas Tech,1,2,16147924,1,3,0.333,2,4,0.500,22.8,13.3,9.5,1.678,1.09,0.588,0.725,0.635,0.09,0.953,0.455,0.498,1.197,1.052,0.145,0.886,0.86,0.026,0.311,0.192,0.119
