Year,Round,BS,WS,BS_vs_WS,Seed_Diff,BS_Rev,BS_RankWins,BS_RankGames,BS_RankWinPct,WS_RankWins,WS_RankGames,WS_RankWinPct,BS_ScoMar,WS_ScoMar,ScoMar_Diff,BS_ATRatio,WS_ATRatio,ATRatio_Diff,BS_OppATRatio,WS_OppATRatio,OppATRatio_Diff,BS_ATRatioDiff_Ovr,WS_ATRatioDiff_Ovr,ATRatio_Diff_Ovr,BS_OffEff,WS_OffEff,OffEff_Diff,BS_DefEff,WS_DefEff,DefEff_Diff,BS_EffDiff_Ovr,WS_EffDiff_Ovr,EffDiff_Ovr
2016,2,Maryland,Hawaii,0,8,17144695,2,7,0.286,0,1,0.000,8.4,10.1,-1.7,1.051,1.201,-0.15,1.023,0.757,0.266,0.028,0.444,-0.416,1.088,1.052,0.036,0.966,0.913,0.053,0.122,0.139,-0.017
2016,2,Miami,Wichita State,0,8,6475314,5,8,0.625,1,1,1.000,7.8,13.1,-5.3,1.138,1.432,-0.294,0.985,0.589,0.396,0.153,0.843,-0.69,1.11,1.055,0.055,0.994,0.863,0.131,0.116,0.192,-0.076
2016,2,Villanova,Iowa,0,5,11382110,3,7,0.429,5,9,0.556,14.4,8.3,6.1,1.451,1.547,-0.096,0.924,1.053,-0.129,0.527,0.494,0.033,1.134,1.09,0.044,0.925,0.973,-0.048,0.209,0.117,0.092
2016,2,Oregon,Saint Josephs,0,7,8955456,5,5,1.000,1,2,0.500,9.4,7.2,2.2,1.221,1.487,-0.266,0.913,1.107,-0.194,0.308,0.38,-0.072,1.103,1.07,0.033,0.971,0.971,0,0.132,0.099,0.033
2016,2,Duke,Yale,0,8,31033555,3,7,0.429,0,1,0.000,8.6,10.1,-1.5,1.362,1.119,0.243,1.225,0.954,0.271,0.137,0.165,-0.028,1.151,1.08,0.071,1.028,0.933,0.095,0.123,0.147,-0.024
2016,2,Texas A&M,UNI,0,8,9177326,4,6,0.667,3,3,1.000,10,4.3,5.7,1.372,1.221,0.151,0.921,1.014,-0.093,0.451,0.207,0.244,1.071,1.041,0.03,0.931,0.975,-0.044,0.14,0.066,0.074
2016,2,Oklahoma,VCU,0,8,12030130,8,13,0.615,0,2,0.000,8.6,9.5,-0.9,1.114,1.256,-0.142,0.878,0.854,0.024,0.236,0.402,-0.166,1.088,1.075,0.013,0.97,0.943,0.027,0.118,0.132,-0.014
2016,2,North Carolina,Providence,0,8,21342328,5,8,0.625,4,9,0.444,12.8,3.5,9.3,1.647,1.386,0.261,0.851,0.906,-0.055,0.796,0.48,0.316,1.153,1.016,0.137,0.976,0.968,0.008,0.177,0.048,0.129
2016,2,Kentucky,Indiana,1,1,27239237,3,4,0.750,4,6,0.667,11.4,12.7,-1.3,1.274,1.191,0.083,0.764,0.924,-0.16,0.51,0.267,0.243,1.127,1.169,-0.042,0.965,0.989,-0.024,0.162,0.18,-0.018
2016,2,Notre Dame,SF Austin,0,8,3358680,4,9,0.444,0,1,0.000,4.5,14.7,-10.2,1.345,1.499,-0.154,1.425,0.662,0.763,-0.08,0.837,-0.917,1.128,1.126,0.002,1.06,0.917,0.143,0.068,0.209,-0.141
2016,2,Xavier,Wisconsin,1,5,12346880,6,7,0.857,5,10,0.500,10.1,4,6.1,1.283,1.039,0.244,0.962,0.879,0.083,0.321,0.16,0.161,1.086,1.027,0.059,0.949,0.967,-0.018,0.137,0.06,0.077
2016,2,Virginia,Butler,0,8,10326281,7,9,0.778,2,8,0.250,10.9,8.9,2,1.602,1.385,0.217,0.864,0.958,-0.094,0.738,0.427,0.311,1.131,1.109,0.022,0.957,0.985,-0.028,0.174,0.124,0.05
2016,2,Iowa State,Little Rock,0,8,10767763,4,11,0.364,0,0,0.000,6.8,8.9,-2.1,1.446,1.259,0.187,1.174,0.792,0.382,0.272,0.467,-0.195,1.112,1.058,0.054,1.02,0.924,0.096,0.092,0.134,-0.042
2016,2,Utah,Gonzaga,1,8,8876677,3,5,0.600,1,3,0.333,6.7,12.7,-6,1.23,1.2,0.03,1.036,1.022,0.014,0.194,0.178,0.016,1.093,1.126,-0.033,0.996,0.944,0.052,0.097,0.182,-0.085
2016,2,Syracuse,Middle Tennessee,0,5,26889157,4,9,0.444,0,0,0.000,4.9,3.4,1.5,1.128,1.103,0.025,1.161,0.878,0.283,-0.033,0.225,-0.258,1.041,1.025,0.016,0.968,0.977,-0.009,0.073,0.048,0.025
2016,3,Kansas,Maryland,0,4,18020944,11,14,0.786,2,7,0.286,12.6,8.4,4.2,1.241,1.051,0.19,0.847,1.023,-0.176,0.394,0.028,0.366,1.12,1.088,0.032,0.943,0.966,-0.023,0.177,0.122,0.055
2016,3,Villanova,Miami,0,1,11382110,3,7,0.429,5,8,0.625,14.4,7.8,6.6,1.451,1.138,0.313,0.924,0.985,-0.061,0.527,0.153,0.374,1.134,1.11,0.024,0.925,0.994,-0.069,0.209,0.116,0.093
2016,3,Oregon,Duke,0,3,8955456,5,5,1.000,3,7,0.429,9.4,8.6,0.8,1.221,1.362,-0.141,0.913,1.225,-0.312,0.308,0.137,0.171,1.103,1.151,-0.048,0.971,1.028,-0.057,0.132,0.123,0.009
2016,3,Oklahoma,Texas A&M,0,1,12030130,8,13,0.615,4,6,0.667,8.6,10,-1.4,1.114,1.372,-0.258,0.878,0.921,-0.043,0.236,0.451,-0.215,1.088,1.071,0.017,0.97,0.931,0.039,0.118,0.14,-0.022
2016,3,North Carolina,Indiana,0,4,21342328,5,8,0.625,4,6,0.667,12.8,12.7,0.1,1.647,1.191,0.456,0.851,0.924,-0.073,0.796,0.267,0.529,1.153,1.169,-0.016,0.976,0.989,-0.013,0.177,0.18,-0.003
2016,3,Notre Dame,Wisconsin,0,1,3358680,4,9,0.444,5,10,0.500,4.5,4,0.5,1.345,1.039,0.306,1.425,0.879,0.546,-0.08,0.16,-0.24,1.128,1.027,0.101,1.06,0.967,0.093,0.068,0.06,0.008
2016,3,Virginia,Iowa State,0,3,10326281,7,9,0.778,4,11,0.364,10.9,6.8,4.1,1.602,1.446,0.156,0.864,1.174,-0.31,0.738,0.272,0.466,1.131,1.112,0.019,0.957,1.02,-0.063,0.174,0.092,0.082
2016,3,Syracuse,Gonzaga,0,1,26889157,4,9,0.444,1,3,0.333,4.9,12.7,-7.8,1.128,1.2,-0.072,1.161,1.022,0.139,-0.033,0.178,-0.211,1.041,1.126,-0.085,0.968,0.944,0.024,0.073,0.182,-0.109
2016,4,Kansas,Villanova,1,1,18020944,11,14,0.786,3,7,0.429,12.6,14.4,-1.8,1.241,1.451,-0.21,0.847,0.924,-0.077,0.394,0.527,-0.133,1.12,1.134,-0.014,0.943,0.925,0.018,0.177,0.209,-0.032
2016,4,Oregon,Oklahoma,1,1,8955456,5,5,1.000,8,13,0.615,9.4,8.6,0.8,1.221,1.114,0.107,0.913,0.878,0.035,0.308,0.236,0.072,1.103,1.088,0.015,0.971,0.97,0.001,0.132,0.118,0.014
2016,4,North Carolina,Notre Dame,0,5,21342328,5,8,0.625,4,9,0.444,12.8,4.5,8.3,1.647,1.345,0.302,0.851,1.425,-0.574,0.796,-0.08,0.876,1.153,1.128,0.025,0.976,1.06,-0.084,0.177,0.068,0.109
2016,4,Virginia,Syracuse,1,9,10326281,7,9,0.778,4,9,0.444,10.9,4.9,6,1.602,1.128,0.474,0.864,1.161,-0.297,0.738,-0.033,0.771,1.131,1.041,0.09,0.957,0.968,-0.011,0.174,0.073,0.101
2016,5,Oklahoma,Villanova,1,0,12030130,8,13,0.615,3,7,0.429,8.6,14.4,-5.8,1.114,1.451,-0.337,0.878,0.924,-0.046,0.236,0.527,-0.291,1.088,1.134,-0.046,0.97,0.925,0.045,0.118,0.209,-0.091
2016,5,North Carolina,Syracuse,0,9,21342328,5,8,0.625,4,9,0.444,12.8,10.9,1.9,1.647,1.128,0.519,0.851,1.161,-0.31,0.796,-0.033,0.829,1.153,1.041,0.112,0.976,0.968,0.008,0.177,0.073,0.104
2016,6,North Carolina,Villanova,1,1,21342328,5,8,0.625,3,7,0.429,12.8,14.4,-1.6,1.647,1.451,0.196,0.851,0.924,-0.073,0.796,0.527,0.269,1.153,1.134,0.019,0.976,0.925,0.051,0.177,0.209,-0.032
2017,1,Villanova,Mount St Marys,0,15,11120378,7,9,0.778,0,3,0.000,14.5,-0.8,15.3,1.256,0.854,0.402,1.015,0.758,0.257,0.241,0.096,0.145,1.153,0.97,0.183,0.936,0.981,-0.045,0.217,-0.011,0.228
2017,1,Duke,Troy,0,13,34398285,9,13,0.692,0,1,0.000,10.6,2.9,7.7,1.15,0.984,0.166,1,1.047,-0.047,0.15,-0.063,0.213,1.136,1.064,0.072,0.986,1.023,-0.037,0.15,0.041,0.109
2017,1,Baylor,New Mexico St,0,11,9097264,6,9,0.667,0,0,0.000,7.9,1.0,6.9,1.145,1.076,0.069,1.185,0.819,0.366,-0.04,0.257,-0.297,1.076,1.087,-0.011,0.958,0.968,-0.01,0.118,0.119,-0.001
2017,1,Florida,East Tennessee St,0,9,14200425,1,5,0.200,0,0,0.000,11.4,9.4,2.0,1.042,0.984,0.058,0.651,0.691,-0.04,0.391,0.293,0.098,1.074,1.072,0.002,0.917,0.944,-0.027,0.157,0.128,0.029
2017,1,Virginia,UNC Wilmington,0,7,8555125,4,10,0.400,0,0,0.000,9.7,8.6,1.1,1.46,1.599,-0.139,0.771,0.895,-0.124,0.689,0.704,-0.015,1.054,1.152,-0.098,0.899,1.032,-0.133,0.155,0.12,0.035
2017,1,SMU,USC,1,5,7269481,2,3,0.667,1,7,0.143,14.3,5.1,9.2,1.501,1.385,0.116,1.015,1.155,-0.14,0.486,0.23,0.256,1.142,1.09,0.052,0.923,1.019,-0.096,0.219,0.071,0.148
2017,1,South Carolina,Marquette,0,3,11948781,3,5,0.600,2,6,0.333,7.4,6.7,0.7,0.962,1.326,-0.364,0.567,1.222,-0.655,0.395,0.104,0.291,1.003,1.134,-0.131,0.901,1.042,-0.141,0.102,0.092,0.01
2017,1,Wisconsin,Virginia Tech,0,1,23168473,3,6,0.500,3,9,0.333,10.0,4.4,5.6,1.229,1.249,-0.020,0.793,1.175,-0.38,0.436,0.074,0.362,1.081,1.106,-0.025,0.932,1.045,-0.113,0.149,0.061,0.088
2017,1,Gonzaga,South Dakota St,0,15,12131756,5,5,1.000,0,0,0.000,21.1,-1.6,22.7,1.331,1.005,0.326,0.796,1.277,-0.481,0.535,-0.272,0.807,1.141,1.066,0.075,0.849,1.089,-0.24,0.292,-0.023,0.315
2017,1,Arizona,North Dakota,0,13,23434825,4,7,0.571,0,0,0.000,10.6,3.6,7.0,1.21,1.099,0.111,1.104,0.805,0.299,0.106,0.294,-0.188,1.113,1.047,0.066,0.959,0.999,-0.04,0.154,0.048,0.106
2017,1,Florida St,Florida Gulf Coast,0,11,13252028,7,10,0.700,0,1,0.000,10.0,5.7,4.3,1.231,1.147,0.084,0.858,1.035,-0.177,0.373,0.112,0.261,1.109,1.088,0.021,0.974,1.008,-0.034,0.135,0.08,0.055
2017,1,West Virginia,Bucknell,0,9,6846053,4,7,0.571,0,0,0.000,14.8,8.4,6.4,1.334,1.094,0.24,0.597,0.871,-0.274,0.737,0.223,0.514,1.097,1.062,0.035,0.898,0.945,-0.047,0.199,0.117,0.082
2017,1,Notre Dame,Princeton,0,7,3896784,4,12,0.333,0,0,0.000,8.0,8.4,-0.4,1.655,1.388,0.267,1.024,0.811,0.213,0.631,0.577,0.054,1.113,1.066,0.047,0.997,0.938,0.059,0.116,0.128,-0.012
2017,1,Maryland,Xavier,1,5,17741322,0,2,0.000,2,9,0.222,4.5,3.3,1.2,1.094,1.169,-0.075,0.924,1.167,-0.243,0.17,0.002,0.168,1.048,1.065,-0.017,0.984,1.018,-0.034,0.064,0.047,0.017
2017,1,St Marys,VCU,0,3,3467559,0,3,0.000,0,1,0.000,14.6,7.8,6.8,1.542,1.207,0.335,0.934,0.72,0.214,0.608,0.487,0.121,1.154,1.043,0.111,0.92,0.934,-0.014,0.234,0.109,0.125
2017,1,Northwestern,Vanderbilt,0,1,14581162,3,7,0.429,4,6,0.667,5.6,3.0,2.6,1.406,1.047,0.359,0.995,1.053,-0.058,0.411,-0.006,0.417,1.034,1.036,-0.002,0.955,0.993,-0.038,0.079,0.043,0.036
2017,1,Kansas,UC Davis,0,15,18266319,5,7,0.714,0,0,0.000,11.3,-0.5,11.8,1.281,0.864,0.417,0.954,0.953,0.001,0.327,-0.089,0.416,1.133,0.955,0.178,0.979,0.962,0.017,0.154,-0.007,0.161
2017,1,Louisville,Jacksonville St,0,13,43960492,5,12,0.417,0,0,0.000,11.3,-1.8,13.1,1.233,0.848,0.385,0.798,0.916,-0.118,0.435,-0.068,0.503,1.098,0.943,0.155,0.937,1,-0.063,0.161,-0.057,0.218
2017,1,Oregon,Iona,0,11,11149777,3,5,0.600,0,0,0.000,12.4,3.5,8.9,1.331,1.285,0.046,0.883,1.093,-0.21,0.448,0.192,0.256,1.112,1.08,0.032,0.936,1.032,-0.096,0.176,0.048,0.128
2017,1,Purdue,Vermont,0,9,10171629,4,6,0.667,0,2,0.000,11.3,9.9,1.4,1.41,1.215,0.195,1.097,0.823,0.274,0.313,0.392,-0.079,1.107,1.101,0.006,0.949,0.952,-0.003,0.158,0.149,0.009
2017,1,Iowa St,Nevada,0,7,13604289,3,8,0.375,0,1,0.000,8.6,8.5,0.1,1.558,1.448,0.11,0.986,1.204,-0.218,0.572,0.244,0.328,1.105,1.1,0.005,0.988,0.984,0.004,0.117,0.116,0.001
2017,1,Creighton,Rhode Island,1,5,7665992,4,7,0.571,1,2,0.500,8.3,8.3,0.0,1.374,1.194,0.18,0.91,0.769,0.141,0.464,0.425,0.039,1.098,1.061,0.037,0.985,0.942,0.043,0.113,0.119,-0.006
2017,1,Michigan,Oklahoma St,0,3,16913194,4,6,0.667,1,8,0.125,8.6,7.0,1.6,1.51,1.118,0.392,0.916,0.928,-0.012,0.594,0.19,0.404,1.145,1.147,-0.002,1.013,1.053,-0.04,0.132,0.094,0.038
2017,1,Miami,Michigan St,1,1,10868814,3,10,0.300,2,8,0.250,4.9,3.2,1.7,0.933,1.209,-0.276,1.008,1.174,-0.166,-0.075,0.035,-0.11,1.032,1.033,-0.001,0.959,0.988,-0.029,0.073,0.045,0.028
2017,1,North Carolina,Texas Southern,0,15,21408475,6,11,0.545,0,3,0.000,13.1,1.4,11.7,1.53,0.998,0.532,0.856,0.958,-0.102,0.674,0.04,0.634,1.13,1.032,0.098,0.954,1.012,-0.058,0.176,0.02,0.156
2017,1,Kentucky,Northern Kentucky,0,13,27965227,4,8,0.500,0,1,0.000,13.4,2.7,10.7,1.321,1.011,0.31,0.792,1.003,-0.211,0.529,0.008,0.521,1.113,1.042,0.071,0.937,1.005,-0.068,0.176,0.037,0.139
2017,1,UCLA,Kent St,0,11,13416856,3,6,0.500,0,0,0.000,14.3,2.5,11.8,1.913,0.947,0.966,1.106,0.989,0.117,0.807,-0.042,0.849,1.189,1.037,0.152,1,1.003,-0.003,0.189,0.034,0.155
2017,1,Butler,Winthrop,0,9,6198953,6,8,0.750,0,0,0.000,7.5,7.5,0.0,1.309,0.99,0.319,0.812,0.76,0.052,0.497,0.23,0.267,1.106,1.059,0.047,0.998,0.959,0.039,0.108,0.1,0.008
2017,1,Minnesota,Middle Tennessee St,1,7,14172048,2,5,0.400,0,0,0.000,5.7,10.3,-4.6,1.29,1.461,-0.171,1.072,0.848,0.224,0.218,0.613,-0.395,1.013,1.096,-0.083,0.936,0.944,-0.008,0.077,0.152,-0.075
2017,1,Cincinnati,Kansas St,0,5,6970262,2,6,0.333,3,8,0.375,12.9,4.3,8.6,1.53,1.15,0.38,0.853,0.874,-0.021,0.677,0.276,0.401,1.103,1.044,0.059,0.911,0.981,-0.07,0.192,0.063,0.129
2017,1,Dayton,Wichita St,1,3,14031059,0,1,0.000,0,2,0.000,8.7,18.3,-9.6,1.331,1.434,-0.103,0.871,0.775,0.096,0.46,0.659,-0.199,1.059,1.13,-0.071,0.937,0.874,0.063,0.122,0.256,-0.134
2017,1,Arkansas,Seton Hall,0,1,16332876,1,5,0.200,3,8,0.375,5.4,2.8,2.6,1.161,0.902,0.259,0.952,0.988,-0.036,0.209,-0.086,0.295,1.081,1.027,0.054,1.006,0.987,0.019,0.075,0.04,0.035
2017,2,Villanova,Wisconsin,1,7,11120378,7,9,0.778,3,6,0.500,14.5,10.0,4.5,1.256,1.229,0.027,1.015,0.793,0.222,0.241,0.436,-0.195,1.153,1.081,0.072,0.936,0.932,0.004,0.217,0.149,0.068
2017,2,Duke,South Carolina,1,5,34398285,9,13,0.692,3,5,0.600,10.6,7.4,3.2,1.15,0.962,0.188,1,0.567,0.433,0.15,0.395,-0.245,1.136,1.003,0.133,0.986,0.901,0.085,0.15,0.102,0.048
2017,2,Baylor,USC,0,8,9097264,6,9,0.667,1,7,0.143,7.9,5.1,2.8,1.145,1.385,-0.24,1.185,1.155,0.03,-0.04,0.23,-0.27,1.076,1.09,-0.014,0.958,1.019,-0.061,0.118,0.071,0.047
2017,2,Florida,Virginia,0,1,14200425,1,5,0.200,4,10,0.400,11.4,9.7,1.7,1.042,1.46,-0.418,0.651,0.771,-0.12,0.391,0.689,-0.298,1.074,1.054,0.02,0.917,0.899,0.018,0.157,0.155,0.002
2017,2,Gonzaga,Northwestern,0,7,12131756,5,5,1.000,3,7,0.429,21.1,5.6,15.5,1.331,1.406,-0.075,0.796,0.995,-0.199,0.535,0.411,0.124,1.141,1.034,0.107,0.849,0.955,-0.106,0.292,0.079,0.213
2017,2,Arizona,St Marys,0,5,23434825,4,7,0.571,0,3,0.000,10.6,14.6,-4.0,1.21,1.542,-0.332,1.104,0.934,0.17,0.106,0.608,-0.502,1.113,1.154,-0.041,0.959,0.92,0.039,0.154,0.234,-0.08
2017,2,Florida St,Xavier,1,8,13252028,7,10,0.700,2,9,0.222,10.0,3.3,6.7,1.231,1.169,0.062,0.858,1.167,-0.309,0.373,0.002,0.371,1.109,1.065,0.044,0.974,1.018,-0.044,0.135,0.047,0.088
2017,2,West Virginia,Notre Dame,0,1,6846053,4,7,0.571,4,12,0.333,14.8,8.0,6.8,1.334,1.655,-0.321,0.597,1.024,-0.427,0.737,0.631,0.106,1.097,1.113,-0.016,0.898,0.997,-0.099,0.199,0.116,0.083
2017,2,Kansas,Michigan St,0,8,18266319,5,7,0.714,2,8,0.250,11.3,3.2,8.1,1.281,1.209,0.072,0.954,1.174,-0.22,0.327,0.035,0.292,1.133,1.033,0.1,0.979,0.988,-0.009,0.154,0.045,0.109
2017,2,Louisville,Michigan,1,5,43960492,5,12,0.417,4,6,0.667,11.3,8.6,2.7,1.233,1.51,-0.277,0.798,0.916,-0.118,0.435,0.594,-0.159,1.098,1.145,-0.047,0.937,1.013,-0.076,0.161,0.132,0.029
2017,2,Oregon,Rhode Island,0,8,11149777,3,5,0.600,1,2,0.500,12.4,8.3,4.1,1.331,1.194,0.137,0.883,0.769,0.114,0.448,0.425,0.023,1.112,1.061,0.051,0.936,0.942,-0.006,0.176,0.119,0.057
2017,2,Purdue,Iowa St,0,1,10171629,4,6,0.667,3,8,0.375,11.3,8.6,2.7,1.41,1.558,-0.148,1.097,0.986,0.111,0.313,0.572,-0.259,1.107,1.105,0.002,0.949,0.988,-0.039,0.158,0.117,0.041
2017,2,North Carolina,Arkansas,0,7,21408475,6,11,0.545,1,5,0.200,13.1,5.4,7.7,1.53,1.161,0.369,0.856,0.952,-0.096,0.674,0.209,0.465,1.13,1.081,0.049,0.954,1.006,-0.052,0.176,0.075,0.101
2017,2,Kentucky,Wichita St,0,8,27965227,4,8,0.500,0,2,0.000,13.4,18.3,-4.9,1.321,1.434,-0.113,0.792,0.775,0.017,0.529,0.659,-0.13,1.113,1.13,-0.017,0.937,0.874,0.063,0.176,0.256,-0.08
2017,2,UCLA,Cincinnati,0,3,13416856,3,6,0.500,2,6,0.333,14.3,12.9,1.4,1.913,1.53,0.383,1.106,0.853,0.253,0.807,0.677,0.13,1.189,1.103,0.086,1,0.911,0.089,0.189,0.192,-0.003
2017,2,Butler,Middle Tennessee St,0,8,6198953,6,8,0.750,0,0,0.000,7.5,10.3,-2.8,1.309,1.461,-0.152,0.812,0.848,-0.036,0.497,0.613,-0.116,1.106,1.096,0.01,0.998,0.944,0.054,0.108,0.152,-0.044
2017,3,Florida,Wisconsin,0,4,14200425,1,5,0.200,3,6,0.500,11.4,10.0,1.4,1.042,1.229,-0.187,0.651,0.793,-0.142,0.391,0.436,-0.045,1.074,1.081,-0.007,0.917,0.932,-0.015,0.157,0.149,0.008
2017,3,Baylor,South Carolina,1,4,9097264,6,9,0.667,3,5,0.600,7.9,7.4,0.5,1.145,0.962,0.183,1.185,0.567,0.618,-0.04,0.395,-0.435,1.076,1.003,0.073,0.958,0.901,0.057,0.118,0.102,0.016
2017,3,Gonzaga,West Virginia,0,3,12131756,5,5,1.000,4,7,0.571,21.1,14.8,6.3,1.331,1.334,-0.003,0.796,0.597,0.199,0.535,0.737,-0.202,1.141,1.097,0.044,0.849,0.898,-0.049,0.292,0.199,0.093
2017,3,Arizona,Xavier,1,9,23434825,4,7,0.571,2,9,0.222,10.6,3.3,7.3,1.21,1.169,0.041,1.104,1.167,-0.063,0.106,0.002,0.104,1.113,1.065,0.048,0.959,1.018,-0.059,0.154,0.047,0.107
2017,3,Kansas,Purdue,0,3,18266319,5,7,0.714,4,6,0.667,11.3,8.6,2.7,1.281,1.41,-0.129,0.954,1.097,-0.143,0.327,0.313,0.014,1.133,1.107,0.026,0.979,0.949,0.03,0.154,0.158,-0.004
2017,3,Oregon,Michigan,0,4,11149777,3,5,0.600,4,6,0.667,12.4,8.6,3.8,1.331,1.51,-0.179,0.883,0.916,-0.033,0.448,0.594,-0.146,1.112,1.145,-0.033,0.936,1.013,-0.077,0.176,0.132,0.044
2017,3,North Carolina,Butler,0,3,21408475,6,11,0.545,6,8,0.750,13.1,7.5,5.6,1.53,1.309,0.221,0.856,0.812,0.044,0.674,0.497,0.177,1.13,1.106,0.024,0.954,0.998,-0.044,0.176,0.108,0.068
2017,3,Kentucky,UCLA,0,1,27965227,4,8,0.500,3,6,0.500,13.4,14.3,-0.9,1.321,1.913,-0.592,0.792,1.106,-0.314,0.529,0.807,-0.278,1.113,1.189,-0.076,0.937,1,-0.063,0.176,0.189,-0.013
2017,4,Florida,South Carolina,1,3,14200425,1,5,0.200,3,5,0.600,11.4,7.4,4.0,1.042,0.962,0.08,0.651,0.567,0.084,0.391,0.395,-0.004,1.074,1.003,0.071,0.917,0.901,0.016,0.157,0.102,0.055
2017,4,Gonzaga,Xavier,0,10,12131756,5,5,1.000,2,9,0.222,21.1,3.3,17.8,1.331,1.169,0.162,0.796,1.167,-0.371,0.535,0.002,0.533,1.141,1.065,0.076,0.849,1.018,-0.169,0.292,0.047,0.245
2017,4,Kansas,Oregon,1,2,18266319,5,7,0.714,3,5,0.600,11.3,12.4,-1.1,1.281,1.331,-0.05,0.954,0.883,0.071,0.327,0.448,-0.121,1.133,1.112,0.021,0.979,0.936,0.043,0.154,0.176,-0.022
2017,4,North Carolina,Kentucky,0,1,21408475,6,11,0.545,4,8,0.500,13.1,13.4,-0.3,1.53,1.321,0.209,0.856,0.792,0.064,0.674,0.529,0.145,1.13,1.113,0.017,0.954,0.937,0.017,0.176,0.176,0
2017,5,Gonzaga,South Carolina,0,6,12131756,5,5,1.000,3,5,0.600,21.1,7.4,13.7,1.331,0.962,0.369,0.796,0.567,0.229,0.535,0.395,0.14,1.141,1.003,0.138,0.849,0.901,-0.052,0.292,0.102,0.19
2017,5,North Carolina,Oregon,0,2,21408475,6,11,0.545,3,5,0.600,13.1,12.4,0.7,1.53,1.331,0.199,0.856,0.883,-0.027,0.674,0.448,0.226,1.13,1.112,0.018,0.954,0.936,0.018,0.176,0.176,0
2017,6,North Carolina,Gonzaga,0,0,21408475,6,11,0.545,5,5,1.000,13.1,21.1,-8.0,1.53,1.331,0.199,0.856,0.796,0.06,0.674,0.535,0.139,1.13,1.141,-0.011,0.954,0.849,0.105,0.176,0.292,-0.116
2018,1,Virginia,UMBC,1,15,13468010,5,6,0.833,0,1,0.000,13.1,1.8,11.3,1.579,1.235,0.344,0.933,1.181,-0.248,0.646,0.054,0.592,1.081,1.02,0.061,0.87,0.995,-0.125,0.211,0.025,0.186
2018,1,Cincinnati,Georgia St,0,13,7465979,2,5,0.400,0,0,0.000,16.7,6.0,10.7,1.411,1.098,0.313,1.091,1.093,-0.002,0.32,0.005,0.315,1.093,1.057,0.036,0.847,0.971,-0.124,0.246,0.086,0.16
2018,1,Tennessee,Wright St,0,11,15978734,3,5,0.600,0,0,0.000,8.1,4.2,3.9,1.303,1.002,0.301,0.674,0.898,-0.224,0.629,0.104,0.525,1.065,0.988,0.077,0.949,0.929,0.02,0.116,0.059,0.057
2018,1,Arizona,Buffalo,1,9,22830561,3,4,0.750,0,2,0.000,8.8,7.7,1.1,1.246,1.338,-0.092,1.028,1.076,-0.048,0.218,0.262,-0.044,1.135,1.11,0.025,1.011,1.008,0.003,0.124,0.102,0.022
2018,1,Kentucky,Davidson,0,7,30743306,2,6,0.333,2,5,0.400,6.5,8.5,-2.0,1.017,1.749,-0.732,1.055,1.096,-0.041,-0.038,0.653,-0.691,1.075,1.139,-0.064,0.984,1.013,-0.029,0.091,0.126,-0.035
2018,1,Miami,Loyola Chicago,1,5,8603153,3,7,0.429,1,1,1.000,5.9,8.6,-2.7,1.155,1.222,-0.067,1.164,1.048,0.116,-0.009,0.174,-0.183,1.054,1.064,-0.01,0.97,0.935,0.035,0.084,0.129,-0.045
2018,1,Nevada,Texas,0,3,4746053,0,1,0.000,5,12,0.417,9.5,3.3,6.2,1.675,0.985,0.69,1.015,0.708,0.307,0.66,0.277,0.383,1.138,1.019,0.119,1.007,0.972,0.035,0.131,0.047,0.084
2018,1,Creighton,Kansas St,1,1,9017209,4,10,0.400,2,9,0.222,8.3,4.1,4.2,1.548,1.203,0.345,1.226,0.909,0.317,0.322,0.294,0.028,1.117,1.044,0.073,1.006,0.984,0.022,0.111,0.06,0.051
2018,1,Xavier,Texas Southern,0,15,13060660,4,6,0.667,0,4,0.000,9.6,-2.0,11.6,1.313,0.967,0.346,1.249,0.898,0.351,0.064,0.069,-0.005,1.136,1.033,0.103,1.007,1.059,-0.052,0.129,-0.026,0.155
2018,1,North Carolina,Lipscomb,0,13,24660258,5,11,0.455,0,2,0.000,8.3,1.7,6.6,1.509,0.959,0.55,1.064,0.994,0.07,0.445,-0.035,0.48,1.106,1.019,0.087,0.994,0.997,-0.003,0.112,0.022,0.09
2018,1,Michigan,Montana,0,11,20027574,4,7,0.571,0,0,0.000,9.6,8.5,1.1,1.518,1.023,0.495,1.183,1.075,0.108,0.335,-0.052,0.387,1.081,1.066,0.015,0.938,0.948,-0.01,0.143,0.118,0.025
2018,1,Gonzaga,UNC Greensboro,0,9,14723219,2,4,0.500,0,0,0.000,15.8,8.4,7.4,1.343,1.023,0.32,0.98,0.838,0.142,0.363,0.185,0.178,1.156,1.042,0.114,0.936,0.92,0.016,0.22,0.122,0.098
2018,1,Ohio St,South Dakota St,0,7,24056371,2,5,0.400,0,2,0.000,8.6,7.2,1.4,1.251,1.241,0.01,1.174,1.082,0.092,0.077,0.159,-0.082,1.09,1.115,-0.025,0.966,1.018,-0.052,0.124,0.097,0.027
2018,1,Houston,San Diego St,0,5,5314928,2,6,0.333,3,4,0.750,11.8,8.3,3.5,1.208,1.238,-0.03,0.743,0.821,-0.078,0.465,0.417,0.048,1.096,1.07,0.026,0.927,0.954,-0.027,0.169,0.116,0.053
